100,100
312.0,5.25621
2410.0,8.69186
732.0,6.27142
948.0,7.20469
40.0,4.25804
3600.0,10.7729
780.0,5.94313
122.0,5.56754
177.0,4.63862
990.0,5.23752
468.0,4.1879
632.0,4.97778
2169.0,8.16255
76.0,5.49291
708.0,5.55366
24.0,4.80342
2970.0,7.78577
430.0,7.498
4950.0,12.00286
624.0,4.52782
1687.0,6.22942
57.0,5.39728
156.0,8.51668
964.0,5.80665
2000.0,6.03065
95.0,4.45906
1062.0,6.56449
1485.0,6.84666
32.0,4.5285
2800.0,8.43883
1446.0,6.12151
366.0,4.05197
16.0,3.38498
3160.0,8.74443
12.0,5.73795
1205.0,7.80028
129.0,5.29716
190.0,3.95251
8.0,4.4178
43.0,5.285
390.0,4.39197
1220.0,6.15932
854.0,6.34268
387.0,5.48049
19.0,5.65424
702.0,5.31964
234.0,6.81674
1593.0,7.36012
1980.0,7.67183
215.0,5.64625
301.0,4.09978
241.0,7.00231
344.0,6.22209
4455.0,10.38878
610.0,4.1604
3465.0,9.06035
36.0,5.13746
482.0,5.92415
28.0,4.71053
244.0,5.20447
3200.0,9.3085
171.0,5.55302
2844.0,8.94489
546.0,3.97692
172.0,6.98702
1580.0,7.291
495.0,6.00448
4.0,3.94384
2212.0,7.87712
38.0,5.09856
723.0,5.56371
78.0,6.39415
258.0,4.1811
133.0,4.37724
1200.0,5.96655
20.0,5.01279
1928.0,7.95823
152.0,4.82654
2528.0,9.44954
4000.0,9.13451
488.0,5.22467
1770.0,6.52259
316.0,7.58154
2475.0,7.39302
885.0,5.25073
354.0,5.11408
1896.0,6.8587
531.0,6.85677
2400.0,7.54512
1600.0,7.22174
1416.0,5.06472
1098.0,8.22529
114.0,4.9721
800.0,5.92475
3960.0,8.56029
400.0,5.38541
1264.0,7.12133
86.0,3.55737
976.0,6.64035
