100,100
40,5.25621
70,8.69186
50,6.27142
80,7.20469
10,4.25804
90,10.7729
40,5.94313
50,5.56754
60,4.63862
100,5.23752
40,4.1879
80,4.97778
70,8.16255
20,5.49291
60,5.55366
10,4.80342
100,7.78577
30,7.498
100,12.00286
40,4.52782
70,6.22942
20,5.39728
40,8.51668
70,5.80665
90,6.03065
20,4.45906
60,6.56449
100,6.84666
10,4.5285
90,8.43883
70,6.12151
50,4.05197
10,3.38498
80,8.74443
10,5.73795
70,7.80028
30,5.29716
20,3.95251
10,4.4178
30,5.285
40,4.39197
50,6.15932
50,6.34268
30,5.48049
20,5.65424
40,5.31964
40,6.81674
60,7.36012
100,7.67183
30,5.64625
30,4.09978
70,7.00231
30,6.22209
100,10.38878
50,4.1604
100,9.06035
10,5.13746
70,5.92415
10,4.71053
50,5.20447
90,9.3085
20,5.55302
80,8.94489
40,3.97692
30,6.98702
80,7.291
100,6.00448
10,3.94384
80,7.87712
20,5.09856
70,5.56371
40,6.39415
30,4.1811
20,4.37724
90,5.96655
10,5.01279
70,7.95823
20,4.82654
80,9.44954
90,9.13451
50,5.22467
60,6.52259
80,7.58154
100,7.39302
60,5.25073
60,5.11408
80,6.8587
60,6.85677
90,7.54512
90,7.22174
60,5.06472
50,8.22529
20,4.9721
90,5.92475
100,8.56029
90,5.38541
80,7.12133
30,3.55737
50,6.64035
